KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
KOTA MALANG,PRODUKSI SANDAL DAN SEPATU KAYU BATIK,2017,LAKI-LAKI,46,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1520.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,ANEKA KERAJINAN,2013,PEREMPUAN,41,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,KERAJINAN ANYAMAM ROTAN,1998,PEREMPUAN,56,TAMAT SLTP,CV,INDUSTRI PENGOLAHAN,1610.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,PEMBUATAN TEMPE,2001,LAKI-LAKI,46,TAMAT SLTA,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT BONEKA,2015,PEREMPUAN,37,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3240.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,DAWET JAGUNG,2019,LAKI-LAKI,53,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"1.PERCETAKAN , 2.PETERNAKAN KAMBING DAN SAPI",2020,LAKI-LAKI,44,TAMAT SLTA,YAYASAN,"PERTANIAN, KEHUTANAN & PERIKANAN",,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,ALHAYAT MART DAN PRODUKSI AIR MINERAL,2010,LAKI-LAKI,43,S1/ LEBIH,YAYASAN,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
KOTA MALANG,KONVEKSI BONEKA,2011,PEREMPUAN,49,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,HASIL PENGOLAHAN IKAN DAN OLAHAN LAINNYA,2017,PEREMPUAN,40,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,PRODUKSI BATIK TULIS DAN CAP,2011,PEREMPUAN,37,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,"KERAJINAN DEKORASI/SUVENIR BAHAN BULU, KAIN DLL",2002,LAKI-LAKI,48,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1420.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,"HANDYCRAFT, SANDAL KAYU BATIK",2016,LAKI-LAKI,48,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4778.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,LUAR NEGERI (EKSPOR)
KOTA MALANG,MEMBUAT SABUN CUCI PIRING DAN PEWANGI LAUNDRY,2018,LAKI-LAKI,40,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2023.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT PIE SUSU,2013,PEREMPUAN,52,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,KERIPIK BUAH,2004,LAKI-LAKI,54,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1031.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK","KECIL 2: OMSET SATU TAHUN ANTARA 1 - 2,5 MILYAR","LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,MINUMAN INSTAN,1998,PEREMPUAN,51,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1109.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,KULINER MASAKAN JAPAN,2018,PEREMPUAN,42,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,TOTAL LAUNDRY,2010,PEREMPUAN,39,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9699.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,PRODUKSI HAND CRAFT,2016,PEREMPUAN,49,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1629.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,TERASI UDANG OVEN,2016,PEREMPUAN,51,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1029.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,FROZEN FOOD,2019,PEREMPUAN,59,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,MEMBUAT HANDYCRAFT (KALUNG ETNIK BATIK),2015,PEREMPUAN,49,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT PERABOT RUMAH TANGGA DENGAN BAHAN DASAR RATTAN,1998,PEREMPUAN,55,TAMAT SLTP,CV,INDUSTRI PENGOLAHAN,3100.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,TEMPE ORGANIK,2020,PEREMPUAN,51,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1039.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT KUE KERING CHEESE STICK DAN KUE UNTHUK YUYU,2019,PEREMPUAN,37,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,"PRODUKSI JAKET (TOURING, OUDOORS, TAMBANG, SPORT)",2010,LAKI-LAKI,45,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1411.0,MERK,"KECIL 2: OMSET SATU TAHUN ANTARA 1 - 2,5 MILYAR",ANTAR PROVINSI
KOTA MALANG,PRODUSEN SANDAL DAN SEPATU KAYU BATIK,2017,LAKI-LAKI,45,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1520.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,MEMBUAT ALMOND CRISPY,2016,PEREMPUAN,55,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,PROL TAPE,2016,PEREMPUAN,45,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,SATE,2016,PEREMPUAN,53,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,BUKA WARUNG/KEDAI MAKAN AYAM HOT LAVA,2019,PEREMPUAN,42,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,KONVEKSI,2015,PEREMPUAN,54,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1411.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,KONVEKSI BONEKA,2011,PEREMPUAN,49,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3240.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,PERMEN,2017,LAKI-LAKI,36,TAMAT SLTA,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4633.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,PRODUKSI TELUR ASIN,2013,PEREMPUAN,40,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT ROTI,2005,PEREMPUAN,39,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1071.0,"MERK, HALAL",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,LOKAL KABUPATEN
KOTA MALANG,AYAM DAN OLAHAN AYAM,2018,PEREMPUAN,45,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1013.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,MEMBUAT PUKIS,2020,LAKI-LAKI,24,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,RESELLER ANEKA KRIPIK,2015,LAKI-LAKI,30,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,HALAL,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,COSSY DEODORANT,2021,PEREMPUAN,31,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,4772.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,"KERIPIK PISANG , PIE DAN KULINER MALANG",2017,PEREMPUAN,36,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1031.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,MEMBUAT ANEKA ACCESSORIS RAJUT DAN JILBAB LUKIS,2018,PEREMPUAN,56,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1413.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,SAMBEL PECEL,2014,PEREMPUAN,51,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,"HALAL, NUTRITION FACT/ UJI PRODUK",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT BATIK TULIS KARAKTER,2019,PEREMPUAN,52,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,MEMBUAT KUE KERING,2012,LAKI-LAKI,40,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1071.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,FASHION,2018,PEREMPUAN,43,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1411.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,"PRODUSEN KUE KERING (GACHOR, MILKYBALL, HATER, MERINGUES, NASTAR, CASTENGEL, MENTE COOKIES, PUTRI SALJU, SAGU KEJU) DAN KERIPIK KEJU",2014,LAKI-LAKI,40,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1071.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MEMBUAT AKSESORIS DAN FASHION DARI RAJUT BENANG,2019,PEREMPUAN,37,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1430.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"SARI BUAH, VCO, MINYAK CRNGKEH, EMPON-EMPON INSTAN",2015,PEREMPUAN,56,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,TERNAK BUDIDAYA LELE,2019,LAKI-LAKI,50,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),"PERTANIAN, KEHUTANAN & PERIKANAN",322.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,KRIYA MEMBUAT BED COVER QUILTING,2016,PEREMPUAN,54,S1/ LEBIH,IUMK,AKTIVITAS JASA LAINNYA,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,PRODUKSI MAKANAN DAN MINUMAN,2017,PEREMPUAN,36,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,PRODUSEN SANDAL DAN SEPATU KAYU BATIK,2017,LAKI-LAKI,45,S1/ LEBIH,CV,INDUSTRI PENGOLAHAN,1313.0,MERK,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI, LUAR NEGERI (EKSPOR)"
KOTA MALANG,PRODUKSI MAKANAN DAN MINUMAN,2017,PEREMPUAN,36,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,PRODUKSI MAKANAN,2000,PEREMPUAN,45,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,PRODUKSI MINUMAN,2018,PEREMPUAN,45,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1109.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,PRODUKSI MAKANAN,2016,LAKI-LAKI,49,TAMAT SLTA,CV,INDUSTRI PENGOLAHAN,1079.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,PRODUKSI MINUMAN,2018,LAKI-LAKI,36,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1109.0,MD/ BPOM,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,PRODUKSI SNACK,2014,PEREMPUAN,43,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1079.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
KOTA MALANG,AYAM HOT LAVA,2019,LAKI-LAKI,43,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,"MERK, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR PROVINSI"
KOTA MALANG,MINUMAN SARI BUAH / VCO / MINYAK CENGKEH / EMPON-EMPON INSTAN,2015,PEREMPUAN,56,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1076.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,SAMBEL TAOCO,1999,PEREMPUAN,50,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,CRAFT (MEMBUAT KERAJINAN DARI KAIN FLANEL),2019,PEREMPUAN,32,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,3290.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,MEMBUAT BUMBU MASAK ALAMI DAN MINUMAN HERBAL,2015,PEREMPUAN,65,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1077.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,"FASHION, ART, SCRAFT",1999,PEREMPUAN,46,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1313.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,PRODUKSI SNACK / COKLAT TEMPE,2012,PEREMPUAN,52,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1073.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,MENYULAM BENANG & PITA,2000,PEREMPUAN,50,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1391.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,PRODUKSI SNACK DAN KUE,2011,PEREMPUAN,39,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,PRODUKSI MINUMAN HERBAL,2019,PEREMPUAN,35,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"KULINER, BAKERY",2017,PEREMPUAN,74,S1/ LEBIH,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"PRODUSEN KUE KERING, COOKIES DAN KERIPIK KEJU",2014,LAKI-LAKI,39,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,"HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
KOTA MALANG,MEMPRODUKSI PRODUK AKSESORIS FASHION/HOME DECOR DARI RAJUTAN BENANG,2019,PEREMPUAN,37,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1413.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA MALANG,PRODUKSI TEMPE,2020,PEREMPUAN,60,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1039.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MALANG,PEMPEK MANG FERY DAN SINGKONG KEJU,2018,LAKI-LAKI,33,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"MEMBUAT DETERJEN LAUNDRY,SERTA PARFUM LAUNDRY",2013,LAKI-LAKI,40,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,2023.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,"MEMBUAT CIRENG, SEBLAK DAN PEMPEK",2019,LAKI-LAKI,42,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1021.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MALANG,VARIASI MOBIL,2007,LAKI-LAKI,47,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4510.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA PROBOLINGGO,"FROZEEN FOOD, JAMU INSTAN",2016,PEREMPUAN,40,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1075.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA PROBOLINGGO,BATIK TULIS,2012,PEREMPUAN,34,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1313.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA PASURUAN,MACRAME & ECOPRINT,2017,PEREMPUAN,39,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4778.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA PASURUAN,PACKAGING/KEMASAN,2018,LAKI-LAKI,56,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1430.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA PASURUAN,KRUPUK IKAN,1976,LAKI-LAKI,45,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA PASURUAN,MEMBUAT NASI DALAM BOWL DAN MAKANAN FROZEN,2020,PEREMPUAN,35,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1075.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA PASURUAN,PRODUKSI MAKANAN DAN MINUMAN,2007,PEREMPUAN,49,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA PASURUAN,KONVEKSI,2014,PEREMPUAN,54,TAMAT SLTA,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,1411.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA PASURUAN,PRODUKSI SNACK,2019,PEREMPUAN,34,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
KOTA PASURUAN,PRODUKSI MAKANAN DAN MINUMAN,2019,PEREMPUAN,50,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
KOTA PASURUAN,BUDIDAYA AYAM HIAS,2019,LAKI-LAKI,36,TAMAT SLTA,YAYASAN,"PERTANIAN, KEHUTANAN & PERIKANAN",146.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA PASURUAN,KERIPIK PISANG,2018,PEREMPUAN,33,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
KOTA MOJOKERTO,ANRKA COKLAT PRALIN,2008,PEREMPUAN,59,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1073.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
KOTA MOJOKERTO,MEMBUAT KERING KENTANG,2017,PEREMPUAN,45,S1/ LEBIH,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
